@ NAME             %19s "TRACK.OBS0001.P0001"
@ TYPE             %08s "TRACKOBS"
@ TITLE            %02s "r3"
@ ORIGIN           %17s "5.09.03 Darwin 64"
@ DATE             %08s "01/07/24"
@ TIME             %08s "16.21.42"
*     NUMBER       TURN                  X                 PX                  Y                 PY                  T                 PT                  S                  E 
$         %d         %d                %le                %le                %le                %le                %le                %le                %le                %le 
          1        133      0.01722702132      0.01054025784                  0                  0                  0                  0                  0        144.8312451
          1        134      0.08276815825      0.00274032324                  0                  0                  0                  0                  0        144.8312451
          1        135      0.01775890667      -0.0093823545                  0                  0                  0                  0                  0        144.8312451
          1        136     -0.07526102588    -0.006706458329                  0                  0                  0                  0                  0        144.8312451
          1        137      -0.0495717319     0.006548027865                  0                  0                  0                  0                  0        144.8312451
          1        138      0.05430505119     0.009473797272                  0                  0                  0                  0                  0        144.8312451
          1        139      0.07252783604    -0.002543201166                  0                  0                  0                  0                  0        144.8312451
          1        140     -0.02364603448     -0.01054840227                  0                  0                  0                  0                  0        144.8312451
          1        141     -0.08252467074    -0.001916397812                  0                  0                  0                  0                  0        144.8312451
          1        142     -0.01123715622     0.009738658986                  0                  0                  0                  0                  0        144.8312451
          1        143      0.07777469699     0.006033299465                  0                  0                  0                  0                  0        144.8312451
          1        144      0.04411233477    -0.007188942866                  0                  0                  0                  0                  0        144.8312451
          1        145     -0.05912656313    -0.009071644641                  0                  0                  0                  0                  0        144.8312451
          1        146     -0.06910624556     0.003354268263                  0                  0                  0                  0                  0        144.8312451
          1        147      0.02991361333      0.01048899405                  0                  0                  0                  0                  0        144.8312451
          1        148      0.08175249536     0.001080185076                  0                  0                  0                  0                  0        144.8312451
          1        149     0.004643416615     -0.01003258517                  0                  0                  0                  0                  0        144.8312451
          1        150     -0.07979010434    -0.005321471045                  0                  0                  0                  0                  0        144.8312451
          1        151     -0.03837039361     0.007783789141                  0                  0                  0                  0                  0        144.8312451
          1        152      0.06356932022     0.008611378041                  0                  0                  0                  0                  0        144.8312451
          1        153      0.06524198593    -0.004143830701                  0                  0                  0                  0                  0        144.8312451
          1        154     -0.03598960854     -0.01036241271                  0                  0                  0                  0                  0        144.8312451
          1        155      -0.0804565865   -0.0002370463579                  0                  0                  0                  0                  0        144.8312451
          1        156     0.001980082735      0.01026225451                  0                  0                  0                  0                  0        144.8312451
          1        157      0.08129433277     0.004575532389                  0                  0                  0                  0                  0        144.8312451
          1        158      0.03238268644     -0.00832875965                  0                  0                  0                  0                  0        144.8312451
          1        159     -0.06760485167     -0.00809594104                  0                  0                  0                  0                  0        144.8312451
          1        160     -0.06095981908     0.004906828227                  0                  0                  0                  0                  0        144.8312451
          1        161      0.04183509556      0.01016946697                  0                  0                  0                  0                  0        144.8312451
          1        162      0.07864525506   -0.0006076122856                  0                  0                  0                  0                  0        144.8312451
          1        163    -0.008590920996     -0.01042619939                  0                  0                  0                  0                  0        144.8312451
          1        164     -0.08227774411     -0.00380026252                  0                  0                  0                  0                  0        144.8312451
          1        165     -0.02618756363     0.008820367585                  0                  0                  0                  0                  0        144.8312451
          1        166      0.07120729535     0.007528630953                  0                  0                  0                  0                  0        144.8312451
          1        167      0.05628718205    -0.005638371874                  0                  0                  0                  0                  0        144.8312451
          1        168     -0.04741262409    -0.009911389662                  0                  0                  0                  0                  0        144.8312451
          1        169      -0.0763301146     0.001448374981                  0                  0                  0                  0                  0        144.8312451
          1        170      0.01514675709      0.01052337233                  0                  0                  0                  0                  0        144.8312451
          1        171      0.08273403909     0.003000629522                  0                  0                  0                  0                  0        144.8312451
          1        172      0.01982470259    -0.009255468455                  0                  0                  0                  0                  0        144.8312451
          1        173     -0.07435356402    -0.006913077989                  0                  0                  0                  0                  0        144.8312451
          1        174     -0.05125401098     0.006333775355                  0                  0                  0                  0                  0        144.8312451
          1        175      0.05268645815     0.009589830052                  0                  0                  0                  0                  0        144.8312451
          1        176      0.07352600648    -0.002279851018                  0                  0                  0                  0                  0        144.8312451
          1        177     -0.02160560049     -0.01055315252                  0                  0                  0                  0                  0        144.8312451
          1        178     -0.08266029759    -0.002181758613                  0                  0                  0                  0                  0        144.8312451
          1        179     -0.01333485414     0.009631279963                  0                  0                  0                  0                  0        144.8312451
          1        180      0.07702349385     0.006253222219                  0                  0                  0                  0                  0        144.8312451
          1        181      0.04589254912    -0.006988585084                  0                  0                  0                  0                  0        144.8312451
          1        182     -0.05762280541    -0.009206843473                  0                  0                  0                  0                  0        144.8312451
          1        183     -0.07025090405     0.003096709655                  0                  0                  0                  0                  0        144.8312451
          1        184      0.02792607983      0.01051534973                  0                  0                  0                  0                  0        144.8312451
          1        185      0.08205699728     0.001348899158                  0                  0                  0                  0                  0        144.8312451
          1        186     0.006759581997    -0.009945399538                  0                  0                  0                  0                  0        144.8312451
          1        187     -0.07919997403    -0.005553288524                  0                  0                  0                  0                  0        144.8312451
          1        188     -0.04023714026     0.007598608631                  0                  0                  0                  0                  0        144.8312451
          1        189      0.06219003414     0.008764878434                  0                  0                  0                  0                  0        144.8312451
          1        190      0.06652579706    -0.003893714513                  0                  0                  0                  0                  0        144.8312451
          1        191     -0.03406770769     -0.01041020544                  0                  0                  0                  0                  0        144.8312451
          1        192     -0.08092801017   -0.0005073908311                  0                  0                  0                  0                  0        144.8312451
          1        193   -0.0001409971224      0.01019581945                  0                  0                  0                  0                  0        144.8312451
          1        194      0.08086905684     0.004817759648                  0                  0                  0                  0                  0        144.8312451
          1        195       0.0343240088    -0.008159941454                  0                  0                  0                  0                  0        144.8312451
          1        196     -0.06635887634    -0.008266761216                  0                  0                  0                  0                  0        144.8312451
          1        197     -0.06237455654     0.004665757328                  0                  0                  0                  0                  0        144.8312451
          1        198      0.03999113989       0.0102383914                  0                  0                  0                  0                  0        144.8312451
          1        199      0.07928057742   -0.0003373708423                  0                  0                  0                  0                  0        144.8312451
          1        200    -0.006478511445     -0.01038093941                  0                  0                  0                  0                  0        144.8312451
          1        201     -0.08202004728    -0.004051347551                  0                  0                  0                  0                  0        144.8312451
          1        202       -0.028191028     0.008668991719                  0                  0                  0                  0                  0        144.8312451
          1        203      0.07010261581     0.007715678051                  0                  0                  0                  0                  0        144.8312451
          1        204      0.05782378152    -0.005407890822                  0                  0                  0                  0                  0        144.8312451
          1        205     -0.04565842754     -0.01000100537                  0                  0                  0                  0                  0        144.8312451
          1        206     -0.07712526246     0.001179969324                  0                  0                  0                  0                  0        144.8312451
          1        207      0.01305654757      0.01049957659                  0                  0                  0                  0                  0        144.8312451
          1        208      0.08264557173     0.003258963206                  0                  0                  0                  0                  0        144.8312451
          1        209      0.02187747765    -0.009122503078                  0                  0                  0                  0                  0        144.8312451
          1        210     -0.07339725995    -0.007115154979                  0                  0                  0                  0                  0        144.8312451
          1        211     -0.05290262824     0.006115360489                  0                  0                  0                  0                  0        144.8312451
          1        212      0.05103326034     0.009699564319                  0                  0                  0                  0                  0        144.8312451
          1        213      0.07447588274    -0.002015002045                  0                  0                  0                  0                  0        144.8312451
          1        214     -0.01955097914     -0.01055097305                  0                  0                  0                  0                  0        144.8312451
          1        215     -0.08274162524     -0.00244568507                  0                  0                  0                  0                  0        144.8312451
          1        216       -0.015423793     0.009517575257                  0                  0                  0                  0                  0        144.8312451
          1        217      0.07622169402     0.006469035507                  0                  0                  0                  0                  0        144.8312451
          1        218      0.04764262315    -0.006783635068                  0                  0                  0                  0                  0        144.8312451
          1        219     -0.05608119952    -0.009335994851                  0                  0                  0                  0                  0        144.8312451
          1        220     -0.07134942059     0.002837115299                  0                  0                  0                  0                  0        144.8312451
          1        221      0.02592020752      0.01053480045                  0                  0                  0                  0                  0        144.8312451
          1        222      0.08230759703     0.001616726411                  0                  0                  0                  0                  0        144.8312451
          1        223     0.008871306231    -0.009851682361                  0                  0                  0                  0                  0        144.8312451
          1        224     -0.07855781687    -0.005781456182                  0                  0                  0                  0                  0        144.8312451
          1        225     -0.04207746091      0.00740843553                  0                  0                  0                  0                  0        144.8312451
          1        226      0.06076989885     0.008912621168                  0                  0                  0                  0                  0        144.8312451
          1        227      0.06776591389    -0.003641038791                  0                  0                  0                  0                  0        144.8312451
          1        228     -0.03212343381     -0.01045116208                  0                  0                  0                  0                  0        144.8312451
          1        229     -0.08134627414   -0.0007774017158                  0                  0                  0                  0                  0        144.8312451
          1        230    -0.002261982259      0.01012268876                  0                  0                  0                  0                  0        144.8312451
          1        231      0.08039065743     0.005056820236                  0                  0                  0                  0                  0        144.8312451
          1        232      0.03624278856    -0.007985762374                  0                  0                  0                  0                  0        144.8312451
          1        233     -0.06506931239    -0.008432150437                  0                  0                  0                  0                  0        144.8312451
          1        234     -0.06374832709     0.004421619618                  0                  0                  0                  0                  0        144.8312451
          1        235      0.03812092002       0.0103005923                  0                  0                  0                  0                  0        144.8312451
          1        236      0.07986382323   -6.690759172e-05                  0                  0                  0                  0                  0        144.8312451
          1        237    -0.004361849461     -0.01032886252                  0                  0                  0                  0                  0        144.8312451
          1        238      -0.0817084709    -0.004299769465                  0                  0                  0                  0                  0        144.8312451
          1        239     -0.03017597737     0.008511921078                  0                  0                  0                  0                  0        144.8312451
          1        240      0.06895188753     0.007897655739                  0                  0                  0                  0                  0        144.8312451
          1        241      0.05932240366    -0.005173855448                  0                  0                  0                  0                  0        144.8312451
          1        242     -0.04387424366      -0.0100840531                  0                  0                  0                  0                  0        144.8312451
          1        243     -0.07786975057     0.000910787895                  0                  0                  0                  0                  0        144.8312451
          1        244      0.01095776554      0.01046888623                  0                  0                  0                  0                  0        144.8312451
          1        245      0.08250281418     0.003515154502                  0                  0                  0                  0                  0        144.8312451
          1        246      0.02391588381    -0.008983545542                  0                  0                  0                  0                  0        144.8312451
          1        247      -0.0723927421    -0.007312556659                  0                  0                  0                  0                  0        144.8312451
          1        248     -0.05451650078      0.00589292668                  0                  0                  0                  0                  0        144.8312451
          1        249      0.04934654396     0.009802928148                  0                  0                  0                  0                  0        144.8312451
          1        250      0.07537684056    -0.001748828348                  0                  0                  0                  0                  0        144.8312451
          1        251     -0.01748351989     -0.01054186529                  0                  0                  0                  0                  0        144.8312451
          1        252     -0.08276860006    -0.002708003692                  0                  0                  0                  0                  0        144.8312451
          1        253     -0.01750260103     0.009397619398                  0                  0                  0                  0                  0        144.8312451
          1        254      0.07536982437     0.006680597632                  0                  0                  0                  0                  0        144.8312451
          1        255       0.0493614074    -0.006574227354                  0                  0                  0                  0                  0        144.8312451
          1        256     -0.05450275837    -0.009459014105                  0                  0                  0                  0                  0        144.8312451
          1        257     -0.07240107331      0.00257565582                  0                  0                  0                  0                  0        144.8312451
