@ NAME             %19s "TRACK.OBS0002.P0001"
@ TYPE             %08s "TRACKOBS"
@ TITLE            %08s "no-title"
@ ORIGIN           %17s "5.09.03 Darwin 64"
@ DATE             %08s "26/06/24"
@ TIME             %08s "17.26.05"
*     NUMBER       TURN                  X                 PX                  Y                 PY                  T                 PT                  S                  E 
$         %d         %d                %le                %le                %le                %le                %le                %le                %le                %le 
          1        113      0.07027034077    -0.005729641928     -0.01826601319    -0.002595793893                  0                  0        8.047186378        140.3052687
          1        114     -0.02763998049     -0.01026835487     0.002977848777    -0.003154578133                  0                  0        8.047186378        140.3052687
          1        115     -0.08193635034     0.001393667653      0.02291616215    -0.002177458807                  0                  0        8.047186378        140.3052687
          1        116    -0.006955802148      0.01085735854      0.03169263922   -0.0001535276768                  0                  0        8.047186378        140.3052687
          1        117      0.07899253464     0.003189579533      0.02512844761     0.001940934341                  0                  0        8.047186378        140.3052687
          1        118      0.04031263882    -0.009510449053     0.006514799999     0.003104657217                  0                  0        8.047186378        140.3052687
          1        119     -0.06198144736    -0.007204847652     -0.01529463606       0.0027660697                  0                  0        8.047186378        140.3052687
          1        120     -0.06648050583       0.0064679297     -0.02978233458     0.001084315892                  0                  0        8.047186378        140.3052687
          1        121      0.03391342644     0.009936408448     -0.02973316491    -0.001111715008                  0                  0        8.047186378        140.3052687
          1        122       0.0807948218    -0.002273883169     -0.01542166623     -0.00277440251                  0                  0        8.047186378        140.3052687
          1        123    0.0001952381609     -0.01089570168     0.006327541211    -0.003102426191                  0                  0        8.047186378        140.3052687
          1        124     -0.08071020767    -0.002326918628      0.02512647486    -0.001920077233                  0                  0        8.047186378        140.3052687
          1        125     -0.03427611011     0.009913603389       0.0316908013    0.0001829126742                  0                  0        8.047186378        140.3052687
          1        126      0.06623692944     0.006511998329      0.02293391129     0.002195865823                  0                  0        8.047186378        140.3052687
          1        127      0.06224553852    -0.007164163286     0.003183916783     0.003154417386                  0                  0        8.047186378        140.3052687
          1        128     -0.03996747179    -0.009536713233     -0.01817596417     0.002585446657                  0                  0        8.047186378        140.3052687
          1        129     -0.07911378597      0.00313725184     -0.03078580972    0.0007616934321                  0                  0        8.047186378        140.3052687
          1        130     0.006562536435      0.01086200828     -0.02838994464    -0.001419549584                  0                  0        8.047186378        140.3052687
          1        131      0.08188060441     0.001447480175     -0.01240332475    -0.002921906321                  0                  0        8.047186378        140.3052687
          1        132      0.02800996844     -0.01024996585     0.009610397791    -0.003014457823                  0                  0        8.047186378        140.3052687
          1        133     -0.07005736462    -0.005775772567      0.02704894288    -0.001641282779                  0                  0        8.047186378        140.3052687
          1        134     -0.05759057616     0.007811694186      0.03132813576    0.0005172836903                  0                  0        8.047186378        140.3052687
          1        135      0.04574433799     0.009073723495      0.02048208794     0.002426108729                  0                  0        8.047186378        140.3052687
          1        136      0.07690395943    -0.003981011371   -0.0001837510356     0.003168443822                  0                  0        8.047186378        140.3052687
          1        137     -0.01328221652     -0.01075433021     -0.02085585866     0.002375046996                  0                  0        8.047186378        140.3052687
          1        138     -0.08250355458   -0.0005599197619      -0.0314334285    0.0004309442659                  0                  0        8.047186378        140.3052687
          1        139     -0.02155749478      0.01051854835     -0.02672958308     -0.00171156978                  0                  0        8.047186378        140.3052687
          1        140      0.07340302643     0.004999796948    -0.009242932593     -0.00303647871                  0                  0        8.047186378        140.3052687
          1        141      0.05255202021    -0.008406684045      0.01278598723    -0.002891899054                  0                  0        8.047186378        140.3052687
          1        142     -0.05122170202    -0.008549966011      0.02866406954    -0.001344104558                  0                  0        8.047186378        140.3052687
          1        143     -0.07417385363     0.004797281062      0.03060894562     0.000845800467                  0                  0        8.047186378        140.3052687
          1        144      0.01990604919      0.01057536655      0.01780021224     0.002628972794                  0                  0        8.047186378        140.3052687
          1        145       0.0825769106   -0.0003328448546    -0.003550721354     0.003146631485                  0                  0        8.047186378        140.3052687
          1        146       0.0149574058     -0.01071538227     -0.02330100919     0.002137347939                  0                  0        8.047186378        140.3052687
          1        147     -0.07625649677    -0.004191767344     -0.03172092864    9.576485534e-05                  0                  0        8.047186378        140.3052687
          1        148      -0.0471592528     0.008946226586     -0.02477072854    -0.001984530761                  0                  0        8.047186378        140.3052687
          1        149      0.05635225473     0.007968079019    -0.005974098861    -0.003116562247                  0                  0        8.047186378        140.3052687
          1        150       0.0709519566    -0.005581317781      0.01581494604    -0.002736457455                  0                  0        8.047186378        140.3052687
          1        151     -0.02640126173     -0.01032529385      0.02995456367    -0.001031802236                  0                  0        8.047186378        140.3052687
          1        152     -0.08208968793     0.001222514865      0.02954261034     0.001164751574                  0                  0        8.047186378        140.3052687
          1        153     -0.00826080681      0.01084140833      0.01491821987     0.002802071449                  0                  0        8.047186378        140.3052687
          1        154      0.07860422617     0.003354227405    -0.006880290432      0.00308915228                  0                  0        8.047186378        140.3052687
          1        155      0.04145023459    -0.009424470999     -0.02547937608     0.001875295908                  0                  0        8.047186378        140.3052687
          1        156     -0.06110312587    -0.007334045006     -0.03164844134   -0.0002401751518                  0                  0        8.047186378        140.3052687
          1        157     -0.06724932903     0.006328843638     -0.02253529335    -0.002235376528                  0                  0        8.047186378        140.3052687
          1        158      0.03271776337      0.01000545934    -0.002632254658    -0.003160960445                  0                  0        8.047186378        140.3052687
          1        159       0.0810604257    -0.002103977085      0.01866086371     -0.00255016699                  0                  0        8.047186378        140.3052687
          1        160     0.001506015366     -0.01089424604      0.03090516383   -0.0007078703317                  0                  0        8.047186378        140.3052687
          1        161     -0.08041608136    -0.002495082453      0.02814292615     0.001470561528                  0                  0        8.047186378        140.3052687
          1        162     -0.03546434943     0.009840788342      0.01186847024     0.002943407296                  0                  0        8.047186378        140.3052687
          1        163      0.06545108658     0.006649514823     -0.01013668297     0.002996458612                  0                  0        8.047186378        140.3052687
          1        164      0.06309836302    -0.007032528662     -0.02736227747      0.00159217046                  0                  0        8.047186378        140.3052687
          1        165     -0.03881187678    -0.009619590955     -0.03121938314   -0.0005732432899                  0                  0        8.047186378        140.3052687
          1        166     -0.07948041605     0.002972220756     -0.02004800484    -0.002461288207                  0                  0        8.047186378        140.3052687
          1        167     0.005258276632      0.01087379784    0.0007452704585    -0.003168960619                  0                  0        8.047186378        140.3052687
          1        168      0.08169892231     0.001619164337       0.0212915133    -0.002335261066                  0                  0        8.047186378        140.3052687
          1        169      0.02923901245     -0.01019034765       0.0315034256   -0.0003759904366                  0                  0        8.047186378        140.3052687
          1        170     -0.06935035178    -0.005921294901      0.02642719688     0.001759827493                  0                  0        8.047186378        140.3052687
          1        171     -0.05852375794     0.007690513194     0.008685177937      0.00305141896                  0                  0        8.047186378        140.3052687
          1        172      0.04465256482     0.009167990748     -0.01328457321     0.002869361221                  0                  0        8.047186378        140.3052687
          1        173      0.07737170737    -0.003819072379     -0.02892631153     0.001291428807                  0                  0        8.047186378        140.3052687
          1        174     -0.01198443604       -0.010781279     -0.03043993783   -0.0008998472895                  0                  0        8.047186378        140.3052687
          1        175     -0.08242578085   -0.0007315691751      -0.0173358614     -0.00265969427                  0                  0        8.047186378        140.3052687
          1        176     -0.02281821997      0.01047161284     0.004119383547    -0.003140428712                  0                  0        8.047186378        140.3052687
          1        177      0.07279504449     0.005153237362      0.02367883264    -0.002094131816                  0                  0        8.047186378        140.3052687
          1        178      0.05355509072    -0.008295928453      0.03174100727   -3.996025405e-05                  0                  0        8.047186378        140.3052687
          1        179      -0.0501843723    -0.008655847066      0.02441559118     0.002029326893                  0                  0        8.047186378        140.3052687
          1        180     -0.07474351494     0.004641883944      0.00540374572     0.003124960439                  0                  0        8.047186378        140.3052687
          1        181      0.01863577809      0.01061530859     -0.01628830474     0.002709144027                  0                  0        8.047186378        140.3052687
          1        182      0.08260450378    -0.000159481786     -0.03015426287    0.0009765969745                  0                  0        8.047186378        140.3052687
          1        183      0.01624567105     -0.01068333569     -0.02931921965    -0.001216435914                  0                  0        8.047186378        140.3052687
          1        184     -0.07574380368      -0.0043499376     -0.01442784046    -0.002828255367                  0                  0        8.047186378        140.3052687
          1        185     -0.04822923844     0.008845970056      0.00744979784    -0.003075827172                  0                  0        8.047186378        140.3052687
          1        186      0.05538882202     0.008085378194      0.02579786211    -0.001829377891                  0                  0        8.047186378        140.3052687
          1        187      0.07161145824    -0.005432410761      0.03161478597    0.0002963766427                  0                  0        8.047186378        140.3052687
          1        188     -0.02515453479     -0.01037917105      0.02213097582     0.002276022578                  0                  0        8.047186378        140.3052687
          1        189     -0.08222979196     0.001051053356     0.002060162772     0.003163232503                  0                  0        8.047186378        140.3052687
          1        190    -0.009561008009      0.01082229796     -0.01911157174     0.002517649248                  0                  0        8.047186378        140.3052687
          1        191      0.07818822427     0.003518812601     -0.03103477453    0.0006512278218                  0                  0        8.047186378        140.3052687
          1        192      0.04257849483    -0.009337257911     -0.02786978195    -0.001519516724                  0                  0        8.047186378        140.3052687
          1        193     -0.06021544017      -0.0074602062     -0.01135493078    -0.002964869292                  0                  0        8.047186378        140.3052687
          1        194     -0.06800355437     0.006186909576      0.01069621018     -0.00297614306                  0                  0        8.047186378        140.3052687
          1        195      0.03151145219      0.01007294081      0.02762552625    -0.001543884417                  0                  0        8.047186378        140.3052687
          1        196      0.08129923947    -0.001934340688      0.03112727633    0.0006291966805                  0                  0        8.047186378        140.3052687
          1        197     0.002816898621     -0.01088983814      0.01959900477     0.002497098726                  0                  0        8.047186378        140.3052687
          1        198     -0.08011058695    -0.002662565349    -0.001309449634     0.003165719863                  0                  0        8.047186378        140.3052687
          1        199     -0.03664209258     0.009764806656     -0.02171822491     0.002297271832                  0                  0        8.047186378        140.3052687
          1        200       0.0646400154      0.00678615496     -0.03156120921    0.0003188998611                  0                  0        8.047186378        140.3052687
          1        201      0.06393503706    -0.006900416716     -0.02610794687     -0.00180570372                  0                  0        8.047186378        140.3052687
          1        202     -0.03765261077    -0.009698940738    -0.008150292959    -0.003067732809                  0                  0        8.047186378        140.3052687
          1        203      -0.0798307067     0.002805134126      0.01381990443    -0.002842756623                  0                  0        8.047186378        140.3052687
          1        204     0.003950362844      0.01088361019      0.02914018903    -0.001240862993                  0                  0        8.047186378        140.3052687
          1        205      0.08148931078      0.00178970665      0.03028620378    0.0009547591112                  0                  0        8.047186378        140.3052687
          1        206      0.03046138079      -0.0101281873      0.01684806674     0.002690030349                  0                  0        8.047186378        140.3052687
          1        207     -0.06863498945    -0.006065196761    -0.004669036526     0.003132184591                  0                  0        8.047186378        140.3052687
          1        208     -0.05944077258     0.007566493981     -0.02407417353     0.002050849345                  0                  0        8.047186378        140.3052687
          1        209      0.04354121826     0.009260790188     -0.03173041789   -1.677858734e-05                  0                  0        8.047186378        140.3052687
          1        210      0.07781952022    -0.003657561284     -0.02405363326    -0.002071779837                  0                  0        8.047186378        140.3052687
          1        211     -0.01068859382     -0.01080447486    -0.004849313895    -0.003135452333                  0                  0        8.047186378        140.3052687
          1        212     -0.08233110743   -0.0009043293986      0.01678514639    -0.002677312069                  0                  0        8.047186378        140.3052687
          1        213     -0.02407427081      0.01042264926      0.03032234004      -0.0009238174                  0                  0        8.047186378        140.3052687
          1        214      0.07216168295     0.005304770845       0.0291035298     0.001269455356                  0                  0        8.047186378        140.3052687
          1        215      0.05454667702    -0.008183296495       0.0139088891      0.00285264959                  0                  0        8.047186378        140.3052687
          1        216     -0.04914252608     -0.00875929482    -0.007982412971     0.003062732829                  0                  0        8.047186378        140.3052687
          1        217     -0.07529201087     0.004484275234        -0.02614958     0.001781495355                  0                  0        8.047186378        140.3052687
          1        218      0.01735415534      0.01065350138     -0.03154202617   -0.0003521738441                  0                  0        8.047186378        140.3052687
          1        219      0.08261171955    1.250851944e-05     -0.02172979854     -0.00231474067                  0                  0        8.047186378        140.3052687
          1        220      0.01752708355     -0.01064759382    -0.001489435322    -0.003167153262                  0                  0        8.047186378        140.3052687
          1        221     -0.07521505136    -0.004508212469      0.01955965135    -0.002481654152                  0                  0        8.047186378        140.3052687
          1        222     -0.04928589534     0.008743992264      0.03115605712   -0.0005964552743                  0                  0        8.047186378        140.3052687
          1        223      0.05440574713     0.008200218536      0.02759448898     0.001569830839                  0                  0        8.047186378        140.3052687
          1        224      0.07225703498    -0.005282481971       0.0108139266      0.00298316451                  0                  0        8.047186378        140.3052687
          1        225     -0.02390770103     -0.01043000131     -0.01121273121     0.002957929657                  0                  0        8.047186378        140.3052687
          1        226     -0.08234519433    0.0008782225712     -0.02792030859     0.001492455204                  0                  0        8.047186378        140.3052687
          1        227     -0.01086291998      0.01080150634     -0.03099847943   -0.0006836362756                  0                  0        8.047186378        140.3052687
          1        228      0.07775445233     0.003681146961     -0.01916190231    -0.002531803045                  0                  0        8.047186378        140.3052687
          1        229      0.04369604536    -0.009246684488     0.001890306307    -0.003162530969                  0                  0        8.047186378        140.3052687
          1        230     -0.05931417837    -0.007585514643       0.0221139228    -0.002257857607                  0                  0        8.047186378        140.3052687
          1        231     -0.06873672875     0.006043863453      0.03163050091   -0.0002625902914                  0                  0        8.047186378        140.3052687
          1        232      0.03029336758      0.01013769881      0.02577708908     0.001852584607                  0                  0        8.047186378        140.3052687
          1        233      0.08152401245     -0.00176464556     0.007596802668     0.003080121571                  0                  0        8.047186378        140.3052687
          1        234     0.004123084972     -0.01088203189     -0.01432206551     0.002818905472                  0                  0        8.047186378        140.3052687
          1        235      -0.0797791009    -0.002830480165      -0.0293680634     0.001187037794                  0                  0        8.047186378        140.3052687
          1        236     -0.03781196612     0.009687547854     -0.03010564767    -0.001007516459                  0                  0        8.047186378        140.3052687
          1        237      0.06381605859     0.006919827045     -0.01637770266    -0.002720401755                  0                  0        8.047186378        140.3052687
          1        238      0.06475835801    -0.006765531202     0.005250112619    -0.003121816638                  0                  0        8.047186378        140.3052687
          1        239     -0.03648404627    -0.009776645989      0.02442004932    -0.002008317196                  0                  0        8.047186378        140.3052687
          1        240     -0.08015442028     0.002637744284      0.03174076256    7.393718421e-05                  0                  0        8.047186378        140.3052687
          1        241     0.002639288481      0.01089075606      0.02367211004     0.002114575797                  0                  0        8.047186378        140.3052687
          1        242      0.08126749332     0.001959321801     0.004291960576     0.003142349948                  0                  0        8.047186378        140.3052687
          1        243      0.03167405914      -0.0100625834     -0.01727177706     0.002647391386                  0                  0        8.047186378        140.3052687
          1        244     -0.06789517547    -0.006208638353     -0.03047943183    0.0008686183554                  0                  0        8.047186378        140.3052687
